,title,url,mood,lyric
0,ランアンドラン,http://utaten.com/lyric/KANA-BOON/%E3%83%A9%E3%83%B3%E3%82%A2%E3%83%B3%E3%83%89%E3%83%A9%E3%83%B3/#sort=popular_sort_asc,yujo,"
位置について用意の今
それぞれの理想を描く
ピストルの合図がして走り出した
始まるランアンドラン

いままでは横並びで
同じように未来を見ていた
つまずけば手を取り合って
どこまでもゆける気がした

分かれ道 もう自分だけのレースをひた走る
僕たちはまだ心の準備すら出来ていないのにな

流れる時に押し出されて、もう白線の前だ
僕だけの、君だけのコースだ
迷わず走ってゆけ

枝分かれした僕らは
その先で花になれるかな
綺麗に咲いた君が見たいよ
僕はそんなこと考えてた

言葉ではどう伝えていいかわからず口ごもって
さよならはまだ喉の奥の方でつっかえている

明日が来る前に話したいことがたくさんあるんだ
涙流す時になるべく笑っていられるように

一歩一歩、また一歩一歩
止まることなく、戻ることもない
きっとゴールなんてありはしないさ
それでも僕ら走るしかないのさ

“位置について用意”の後に聞こえた

「また会おう」

これから僕を待つ未来がどんなものだとしても
君を過去に置き去りにはしない
いつだって忘れないよ
"
