,title,url,mood,lyric
0,With your Hands,http://utaten.com/lyric/Unlimited+tone/With+your+Hands/,yujo,"
There is my hand
手のひらには 心の地図が見えてる
昨日と明日と今日 その全てを潜めながら

There is your hand
手のひらには 流れる暖かいもの
僕らは生まれてきて その全てで愛を知る

You are the one
手と手をつないで 優しくなれるから
We are the one
笑顔を重ね合い 僕らは生きている

There is my hand ( There is my hand )
手のひらには ( 手のひらには )
出会いと別れがある
言葉にできないこと その全てを託しながら

There is your hand
手のひらには つかめない未来がある
誰かがやがて叶えて この世界ができている

You are the one
手と手をつないで 優しくなれるから
We are the one
涙を重ね合い 僕らは生きている

There is your hand
手のひらには 心の地図が見えてる
悲しみ喜びの歌 その全てがコンパスさ
それぞれの歩き方で
With your hands, I am here..

Let somebody love , Let somebody go..
Oh - - -
手のひらつなげて
Oh - - -
ひとつに戻ろう
Oh - - -
心が笑えば
We are the one
Baby baby baby with your hands

Oh - - -
暖かいその手は
Oh - - -
世界を作ってる
Oh - - -
心で歌えば
We are the one
We are the one
We are the one..
"
