,title,url,mood,lyric
0,宇宙飛行士,http://utaten.com/lyric/Unlimited+tone/%E5%AE%87%E5%AE%99%E9%A3%9B%E8%A1%8C%E5%A3%AB/,yujo,"
久しぶり 会ったはなから
くたびれまくり 愚痴ってもイイヨ
大丈夫? そんな言葉では
足りない.. 分かるよ 僕らは大人

ちっさな事が気になって
でっかい事も出来なくて
忘れたフリしてるんだ 夢みる気持ち

君の将来は宇宙飛行士かもしれない
この宇宙めいっぱい 体使って駆け巡れ
何を言ってんだよって、君は笑ってるけれど
まんざらでもないだろう?
僕らはいつもそうだ「これから」さ

どうしても譲れないこと
戦う日々は続いてくけど
大丈夫! ちょっとくらい無茶しても
君を貫け 負けるな「大人」

スッキリしないことばっか
手にしたものはほんの僅か
それでも約束するよ 未来の君に

君の将来は宇宙飛行士かもしれない
この宇宙めいっぱい 体使って駆け巡れ
何を言ってんだよって例え笑われてもいい
叶えるのは君だろう
こころの中に決めた 「これから」を

暗い闇の中 音も無くて
ひとりきりで泣く日もある
砕け散った夢さえ輝くんだよ
形を変えて光になる
振り返れば宇宙は広がっている

君の将来は宇宙飛行士かもしれない
見えたもの全部いつか僕に教えてよ
「ちゃんと待ってろよ?」ってはにかんだその横顔
まんざらでもないだろう?
僕らはいつもそうだ「これから」さ

君の将来は宇宙飛行士かもしれない
この宇宙めいっぱい 体使って駆け巡れ
大きな声で君が笑えるといいな
叶えるのは君だろう
僕らはいつもそうだ
「これから」さ
"
